,Medium,Classification,Title,Artist,ConstituentID,ThumbnailURL,class_color
75054,Mirror with painted wood frame and electric light in metal fixture,Sculpture,Mirror of Light,Waltercio Caldas,7615,http://www.moma.org/media/W1siZiIsIjY3NzA3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bd9540d30ac6bcc3,yellow
75056,Four-sided structure of mixed media with openings on each side and palm frond roof,Sculpture,Peeling House,Vito Acconci,53,http://www.moma.org/media/W1siZiIsIjIyNTAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1cae05d36e42c21c,yellow
75059,"Plaster in two sections, partly painted",Sculpture,Wedge of Chastity,Marcel Duchamp,1634,http://www.moma.org/media/W1siZiIsIjIyODQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4cc23e0c6bb43e0e,yellow
75060,Painted aluminum,Sculpture,Moondog,Tony Smith,5494,http://www.moma.org/media/W1siZiIsIjQzMjY3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e9238b95844f2b5e,yellow
75061,Stone,Sculpture,Helikon,Barbara Hepworth,2600,http://www.moma.org/media/W1siZiIsIjIwODMyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d0aac9cb5e15c7c1,yellow
75064,"Plywood, open construction partially painted with aluminum paint, and wire",Sculpture,Spatial Construction no. 12,Aleksandr Rodchenko,4975,http://www.moma.org/media/W1siZiIsIjIxMDQ5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=90ab53e03d3c52f1,yellow
75065,Synthetic polymer paint and silkscreen ink on wood,Sculpture,Campbell's Tomato Juice Box,Andy Warhol,6246,http://www.moma.org/media/W1siZiIsIjE5MzE2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f76707042b18849,yellow
75067,"Suitcases, cardboard box, plaster paint and gauze, in three parts",Sculpture,Spoonerism,Franz West,7557,http://www.moma.org/media/W1siZiIsIjIyODQ1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c79403c612ae597f,yellow
75068,Painted steel and found metal elements,Sculpture,History of LeRoy Borton,David Smith,5480,http://www.moma.org/media/W1siZiIsIjIwNjIwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec5d73247679b012,yellow
75072,Concrete blocks,Sculpture,Smithereens,Carl Andre,174,http://www.moma.org/media/W1siZiIsIjIwODMzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3cd52c91a42195c6,yellow
75073,"Painted iron pipe, steel wire, motor, and wood with string",Sculpture,A Universe,Alexander Calder,922,http://www.moma.org/media/W1siZiIsIjM5OTg4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9800c5621cf71178,yellow
75074,"Three-channel video (color, no sound), video monitors, steel, and internally lubricated plastic, and fluorescent light fixtures",Sculpture,DRAWING RESTRAINT 7,Matthew Barney,7005,http://www.moma.org/media/W1siZiIsIjQ2ODk3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=862d9648bd5005c1,yellow
75075,"Fat, felt and cardboard box in metal and glass display case",Sculpture,Fat Felt Sculpture (Fat Battery),Joseph Beuys,540,http://www.moma.org/media/W1siZiIsIjIwODM0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f3aa1e4af84414a,yellow
75077,"Lead, hare's blood, glass, and steel",Sculpture,A Rolled Banner - Hare's Blood,Joseph Beuys,540,http://www.moma.org/media/W1siZiIsIjIwODM1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e0275662acaa38ca,yellow
75078,Sand and binder on wood,Sculpture,Nile Born,Ana Mendieta,3924,http://www.moma.org/media/W1siZiIsIjIxMDUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bc16a73240da18d7,yellow
75079,Bricks and glass,Sculpture,Bricks and Bottles,Tony Cragg,1286,http://www.moma.org/media/W1siZiIsIjIwODM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8bcc39e22e6c1f7d,yellow
75080,Fabrics and ropes on wood,Sculpture,Package 1961,Christo,1114,http://www.moma.org/media/W1siZiIsIjE3NzU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=914b7bb59a5a47d5,yellow
75083,Enamel paint on wood,Sculpture,Open Playpen,Robert Gober,2199,http://www.moma.org/media/W1siZiIsIjIxMDU1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ddea0572077967c,yellow
75095,Concrete,Sculpture,Sculpture,Eduardo Paolozzi,4488,http://www.moma.org/media/W1siZiIsIjE2NTc3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06e17b4bacacd6c2,yellow
75096,"Wire, underpants, and glue on base with lettering",Sculpture,Muttler,Georg Herold,2615,http://www.moma.org/media/W1siZiIsIjE2OTA1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a98fb324856e58f,yellow
75097,Glass with polarization and birefringence sheets,Sculpture,Optochromi H12-4,Eric H. Olson,4405,http://www.moma.org/media/W1siZiIsIjYzMDczIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3d21be627a3e85c3,yellow
75102,"Painted steel, ten units",Sculpture,Alogon #2,Robert Smithson,5497,http://www.moma.org/media/W1siZiIsIjE2OTA1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a40619d2fd303ba7,yellow
75103,Plastic and copper,Sculpture,Torso,Antoine Pevsner,4591,http://www.moma.org/media/W1siZiIsIjIyMTY0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b9cfba77c855db1,yellow
75105,"Vacuum cleaners, plexiglass, and fluorescent lights",Sculpture,New Shelton Wet/Dry Doubledecker,Jeff Koons,6622,http://www.moma.org/media/W1siZiIsIjIxMDYwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=399b14e451f0dc72,yellow
75109,Porcelain on formica base,Sculpture,Pink Panther,Jeff Koons,6622,http://www.moma.org/media/W1siZiIsIjIyODY1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=59d98a4ee91c530c,yellow
75112,Painted sheet steel,Sculpture,Black Beast II,Alexander Calder,922,http://www.moma.org/media/W1siZiIsIjE2MjY3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2e68e38754be352c,yellow
75115,"Neon tubing and wire with glass tubing suspension frames, three parts",Sculpture,Perfect Door/Perfect Odor/Perfect Rodo,Bruce Nauman,4243,http://www.moma.org/media/W1siZiIsIjcxNDc4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9f1c90783d1c26bd,yellow
75117,Enamel on steel and plastic laminate on wood,Sculpture,Blue Vase with Nasturtiums,Judy Pfaff,4594,http://www.moma.org/media/W1siZiIsIjIwODQ1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5abd0ba6d079cb22,yellow
75118,"Plaster, burlap, expanded steel mesh, and steel beams",Sculpture,Model for Triangular Depression,Bruce Nauman,4243,http://www.moma.org/media/W1siZiIsIjIxMDYyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=897105147118ba2d,yellow
75121,"Two color video monitors, two videotape players, two videotapes (color, sound), and cable",Sculpture,Dirty Story A/B,Bruce Nauman,4243,http://www.moma.org/media/W1siZiIsIjIxMDYyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f88919b40ea15c1b,yellow
75122,Polyurethane foam and wire,Sculpture,Three Part Large Animals,Bruce Nauman,4243,http://www.moma.org/media/W1siZiIsIjIyMzE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d5f227a00d53badc,yellow
75125,"Two color video monitors, two laser disc players, two laser discs (color, sound), and metal table",Sculpture,Think,Bruce Nauman,4243,http://www.moma.org/media/W1siZiIsIjE1NzI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f28affff577297bc,yellow
75126,Welded bronze,Sculpture,Kwannon,Ibram Lassaw,3400,http://www.moma.org/media/W1siZiIsIjIwODQ1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34ab04c7aed7d2bc,yellow
75131,"Black wood box, 21 x 19 3/4 x 5 5/8"" (53.4 x 50 x 14.1 cm), with illuminated aperture, 7 7/8 x 8"" (20 x 20.2 cm), in which fifty-four plastic squares, 1 1/2  x 1 1/2"" (3.6 x 3.6 cm), are suspended from eighteen nylon threads; mirror backing, 11 7/8 x 16"" (30.1 x 40.4 cm), two reflectors, three sets of interchangeable pierced metal screens, and two glass filters",Sculpture,"Double Concurrence--Continuous Light, 2",Julio Le Parc,3432,http://www.moma.org/media/W1siZiIsIjM4MTk4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c73832655374d0a8,yellow
75133,"Washing machine, partially cut and bent",Sculpture,Twin Tub with Chainsaw,Bill Woodrow,6446,http://www.moma.org/media/W1siZiIsIjIyODcyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb7077f355c419f0,yellow
75136,"Wire mesh, wire, and nails on painted wood",Sculpture,Metamorphosis (Blazon),Manuel Rivera,4943,http://www.moma.org/media/W1siZiIsIjE2NTc4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=39481fd691265a27,yellow
75137,"Hot rolled steel, two plates",Sculpture,Melnikov,Richard Serra,5349,http://www.moma.org/media/W1siZiIsIjIxMDY3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=afb2480238d2cef2,yellow
75140,Cast polyester resin,Sculpture,Sculpture: Orange-Blue,Peter Alexander,108,http://www.moma.org/media/W1siZiIsIjIwODQ4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c30a65d589b9656,yellow
75142,Pynkado wood,Sculpture,Two Forms,Henry Moore,4071,http://www.moma.org/media/W1siZiIsIjIwODQ4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=870d4eb3fc21e16d,yellow
75143,Coated steel,Sculpture,Sculpture No. 17,Fausto Melotti,3921,http://www.moma.org/media/W1siZiIsIjIzMDg2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8db9a9831c5d8987,yellow
75144,Weathering steel,Sculpture,Diagonal with Curve IX,Ellsworth Kelly,3048,http://www.moma.org/media/W1siZiIsIjIxMDY5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2bfb6523447ecaf0,yellow
75146,Painted aluminum and steel,Sculpture,"Geometric Mouse, Scale A",Claes Oldenburg,4397,http://www.moma.org/media/W1siZiIsIjIyODc3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8307eac555e2876b,yellow
75147,"Wood, mixed mediums on paper, and metal",Sculpture,Will the Russians Go to War?,Georg Herold,2615,http://www.moma.org/media/W1siZiIsIjE2OTA3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=967e508119f2edbf,yellow
75150,"Cement, leather, and wood",Sculpture,Torsion,Giovanni Anselmo,8211,http://www.moma.org/media/W1siZiIsIjIxMDcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0690bbfa239e3ada,yellow
75151,"Bronze, patinated",Sculpture,Square,Bryan Hunt,2767,http://www.moma.org/media/W1siZiIsIjE2NTc4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea8edf3d7df5dcb8,yellow
75153,"Polycarbonate honeycomb, cast stainless steel, nylon, solar salt cast in epoxy resin, top hat, and beeswax in nylon and plexiglass vitrine",Sculpture,The Cabinet of Baby Fay La Foe,Matthew Barney,7005,http://www.moma.org/media/W1siZiIsIjIyODc4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b9b6300fadaf98b,yellow
75154,"Panel with chalk drawing, felt, fat, taxidermied hare, and painted poles",Sculpture,Eurasia Siberian Symphony 1963,Joseph Beuys,540,http://www.moma.org/media/W1siZiIsIjQ3NjkwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=753fe214cd498112,yellow
75155,"Plywood, steel, cement, rock, model railroad trains and tracks",Sculpture,Medusa's Head,Chris Burden,871,http://www.moma.org/media/W1siZiIsIjIyODc5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f5c4c43f2a7dc2b,yellow
75158,"Fabric, resin-treated cardboard, and transparent tape on plywood, with string and stone",Sculpture,Franciscan II,Robert Rauschenberg,4823,http://www.moma.org/media/W1siZiIsIjIxMDcyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=62d092402fc38817,yellow
75159,Reworked automobile parts (Fiat 500),Sculpture,Machine Gun,Pino Pascali,8212,http://www.moma.org/media/W1siZiIsIjIyODgxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bc4e8b23a112eec5,yellow
75161,Formica veneer and felt on wood,Sculpture,Key Member,Richard Artschwager,19,http://www.moma.org/media/W1siZiIsIjIxMDc0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee6c48bea66e5701,yellow
75164,"Painted fiberglass and wood, in three parts",Sculpture,Rosebud,Phillip King,3104,http://www.moma.org/media/W1siZiIsIjE2NTc4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=681023a01dea1903,yellow
75165,"Vinyl, plywood, copper, and steel",Sculpture,Out of His Own Mouth,Richard Deacon,1456,http://www.moma.org/media/W1siZiIsIjcyOTI0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bc7083f66a0d5297,yellow
75166,"Glass, painted steel, distilled water, plastic, and three basketballs",Sculpture,"Three Ball 50/50 Tank (Two Dr. J. Silver Series, One Wilson Supershot)",Jeff Koons,6622,http://www.moma.org/media/W1siZiIsIjIzMzk0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=58f2e5b59c35ef10,yellow
75167,"Painted metal, fabric, tape, wood, and rubber tires",Sculpture,Fragment from Homage to New York,Jean Tinguely,5882,http://www.moma.org/media/W1siZiIsIjIxMDc3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c71d361fd0253c9f,yellow
75168,Neon tubing and wire with glass tubing suspension frames,Sculpture,Human/Need/Desire,Bruce Nauman,4243,http://www.moma.org/media/W1siZiIsIjIyODg5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=572a637ebce5cc9e,yellow
75169,"Plaster head with painted black cloth, zippers, and strip of film on velvet-covered wood base",Sculpture,Specter of the Gardenia,Marcel Jean,2898,http://www.moma.org/media/W1siZiIsIjIyODg5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75aa8e61a750ce74,yellow
75171,Silvered bronze,Sculpture,Development of a Bottle in Space,Umberto Boccioni,624,http://www.moma.org/media/W1siZiIsIjIxMDc4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bff239c93eb46765,yellow
75173,"Paint and graphite on wood, sneakers, tinted plaster, door knob and plate, three sections",Sculpture,The Family,Marisol (Marisol Escobar),3774,http://www.moma.org/media/W1siZiIsIjIxMDgwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b9e9706faf18afd,yellow
75176,"Burlap soaked in plaster, painted with enamel",Sculpture,"Two Cheeseburgers, with Everything (Dual Hamburgers)",Claes Oldenburg,4397,http://www.moma.org/media/W1siZiIsIjQzODE3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f6da22544a13cb74,yellow
75177,Clay with sticks and stones,Sculpture,"People Who Live in a Circle.  They Excavate Their Past and Rebuild It into Their Present.  Their Dwelling Functions as a Personal and Cosmological Clock, Seasonal, Harmonic, Obsessive",Charles Simonds,5441,http://www.moma.org/media/W1siZiIsIjIxMDgxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e316d8c4d9e7a457,yellow
75192,Brass,Sculpture,Sculpture 23,Rudolf Belling,450,http://www.moma.org/media/W1siZiIsIjIyODk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4cce3b2b55078c75,yellow
75194,"Metal and wood table with enamel, concrete, and tan paper",Sculpture,New Shoes,David Ireland,2823,http://www.moma.org/media/W1siZiIsIjYzODEwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3445d6d2f04d728b,yellow
75197,Metronome with cutout photograph of eye on pendulum,Sculpture,Indestructible Object (or Object to Be Destroyed),Man Ray (Emmanuel Radnitzky),3716,http://www.moma.org/media/W1siZiIsIjIxMDg3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9506676c3d5c8f42,yellow
75199,Painted flatiron and tacks,Sculpture,Gift,Man Ray (Emmanuel Radnitzky),3716,http://www.moma.org/media/W1siZiIsIjIyOTAyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be758f0154ea553a,yellow
75203,"Electromagnet, wood and painted cork woth magnets, motor, and steel wire",Sculpture,Tele-Sculpture,Takis,5789,http://www.moma.org/media/W1siZiIsIjM3NDQ4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4244ec48e83c55c3,yellow
75204,Aluminum and wood,Sculpture,Double Summer,Ronald Bladen,588,http://www.moma.org/media/W1siZiIsIjc5NjAyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0fe274eac925a536,yellow
75205,Pebbles and sand on plywood,Sculpture,Progressions,Mary Bauermeister,386,http://www.moma.org/media/W1siZiIsIjE5NDg2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f3a1ca6b08a5119,yellow
75212,Painted plaster,Sculpture,Bust of a Man,Alberto Giacometti,2141,http://www.moma.org/media/W1siZiIsIjY0NTEwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b598f0517d1cd66d,yellow
75215,Painted bronze,Sculpture,Man in Top Hat,Elie Nadelman,4197,http://www.moma.org/media/W1siZiIsIjE2NTgwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2481bf77e5eb504b,yellow
75219,Rose marble,Sculpture,Head of a Woman,Elie Nadelman,4197,http://www.moma.org/media/W1siZiIsIjI2MzE0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6dcb2db625002f42,yellow
75220,Painted wood construction,Sculpture,Head of a Woman,Henri Laurens,3409,http://www.moma.org/media/W1siZiIsIjIxMDkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=690d0d1197b11e54,yellow
75223,Silvered plaster,Sculpture,Construction within a Sphere,Georges Vantongerloo,6091,http://www.moma.org/media/W1siZiIsIjIyOTEwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1992c89ed971ca21,yellow
75226,"Tree branch, iron, and bronze",Sculpture,Double Vegetal Gesture/Ax,Giuseppe Penone,4550,http://www.moma.org/media/W1siZiIsIjcxNTU3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5013418ec65e2c9f,yellow
75229,"Wood box, nails, buttons, painted plaster, and painted synthetic resin mounted on ceramic dish",Sculpture,Head,Pablo Picasso,4609,http://www.moma.org/media/W1siZiIsIjMxMDMyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6ecc30b562c0750d,yellow
75233,"Painted polystyrene, six parts",Sculpture,(332) From all Three-Part Variations on Three Different Kinds of Cubes,Sol LeWitt,3528,http://www.moma.org/media/W1siZiIsIjY5MzgxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=36076cbbcb72cae7,yellow
75234,"Plaster, metal, and wood",Sculpture,Head of a Warrior,Pablo Picasso,4609,http://www.moma.org/media/W1siZiIsIjMwODMxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75383d7e129abaa0,yellow
75237,"Steel rod and wire, wood, rattan, and leather",Sculpture,Greed's Trophy,Martin Puryear,4758,http://www.moma.org/media/W1siZiIsIjEyMDAzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da92c72ca506183b,yellow
75244,Gold leaf and lacquer on silk paper over spruce and balsa wood,Sculpture,Night Landing,Bryan Hunt,2767,http://www.moma.org/media/W1siZiIsIjIyOTE0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6285c9a0516ec9c7,yellow
75246,Cast iron,Sculpture,Knäckebröd,Claes Oldenburg,4397,http://www.moma.org/media/W1siZiIsIjc1MTkyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a68cb8f3a955e441,yellow
75250,"Wall cabinet containing pocket watch, thermometer, plastic and rubber balls, baseball, plastic persimmon, ""Liberty"" statuette, wood puzzle, toothbrushes, bottlecaps, house number, plastic worm, pocket mirror, lightbulbs, keys, hardware, and photographs",Sculpture,Repository,George Brecht,756,http://www.moma.org/media/W1siZiIsIjIxMDk2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99b291fe2d243912,yellow
75251,Painted fiberglass and synthetic hair,Sculpture,Family Romance,Charles Ray,7049,http://www.moma.org/media/W1siZiIsIjIxMDk3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d4b85dadef45bb72,yellow
75252,Automobile parts and other metal,Sculpture,Essex,John Chamberlain,1060,http://www.moma.org/media/W1siZiIsIjcxNTUxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=4a225d22ae3e1428,yellow
75255,"Framed mirror mounted on painted board, with two oval mirrors, plastic doll's torso, legs and arms, painted doll's eyes with fiber lashes in tin anchovy can, metal hand, nail heads, screw eyes, hooks, string, and cloth",Sculpture,Anybody's Self-Portrait,George Cohen,1174,http://www.moma.org/media/W1siZiIsIjIwODY3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cf277d669d8e04f4,yellow
75260,"Lead antimony, four plates",Sculpture,One Ton Prop (House of Cards),Richard Serra,5349,http://www.moma.org/media/W1siZiIsIjYzMDkxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fddbd15a12468b0a,yellow
75261,Acrylic gesso on wood beam with wood-and-iron wheels and concrete,Sculpture,Moon,Robert Indiana,2812,http://www.moma.org/media/W1siZiIsIjIyMTY2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9a7217d50172d69,yellow
75263,"Synthetic polymer paint on circular glass, neon tubing, transformer, and wire",Sculpture,Lit Circle,Keith Sonnier,5526,http://www.moma.org/media/W1siZiIsIjIwMjM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=04c47b7938250700,yellow
75266,"Wood, burlap, rope, and welded steel",Sculpture,Winged Trunk,Magdalena Abakanowicz,38,http://www.moma.org/media/W1siZiIsIjMzMDUwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af489800755f3c87,yellow
